partner,#_occurences,labs_found_in,cells_found_in,partners
CPLX1,3,"['ccle', 'gcsi', 'gdsc']","['MDST8', 'MDST8', 'MDST8']","['AC139887.1', 'AC139887.1', 'AC139887.1']"
MIPOL1,3,"['ccle', 'gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'MDA-MB-361']","['TTC6', 'TTC6', 'TTC6']"
GNAO1,3,"['ccle', 'gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'MDA-MB-361']","['TOX3', 'TOX3', 'TOX3']"
CDK12,3,"['ccle', 'gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'MDA-MB-361']","['TMEM104', 'TMEM104', 'TMEM104']"
PSMD12,3,"['ccle', 'gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'MDA-MB-361']","['TANC2', 'TANC2', 'TANC2']"
MTMR4,3,"['ccle', 'gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'MDA-MB-361']","['TANC2', 'TANC2', 'TANC2']"
PHACTR3,3,"['ccle', 'gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'MDA-MB-361']","['RAB22A', 'RAB22A', 'RAB22A']"
CUEDC1,3,"['ccle', 'gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'MDA-MB-361']","['MTMR4', 'MTMR4', 'MTMR4']"
ZNF821,3,"['ccle', 'gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'MDA-MB-361']","['MAP1LC3B', 'MAP1LC3B', 'MAP1LC3B']"
OSTCP1,3,"['ccle', 'gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'MDA-MB-361']","['EZR', 'EZR', 'EZR']"
PITPNC1,3,"['ccle', 'gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'MDA-MB-361']","['DDX42', 'DDX42', 'DDX42']"
AKR1C4,3,"['ccle', 'gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'MDA-MB-361']","['CMTM4', 'CMTM4', 'CMTM4']"
CDKAL1,3,"['ccle', 'gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'MDA-MB-361']","['CDYL', 'CDYL', 'CDYL']"
MPP5,3,"['ccle', 'gcsi', 'gdsc']","['LS-180', 'LS-180', 'LS-180']","['GPHN', 'GPHN', 'GPHN']"
CDC16,3,"['ccle', 'gcsi', 'gdsc']","['KU812', 'KU812', 'KU812']","['UPF3A', 'UPF3A', 'UPF3A']"
SUGCT,3,"['ccle', 'gcsi', 'gdsc']","['KU812', 'KU812', 'KU812']","['CDK13', 'CDK13', 'CDK13']"
ABL1,3,"['ccle', 'gcsi', 'gdsc']","['KU812', 'KU812', 'KU812']","['BCR', 'BCR', 'BCR']"
BCR,3,"['ccle', 'gcsi', 'gdsc']","['KU812', 'KU812', 'KU812']","['ABL1', 'ABL1', 'ABL1']"
GNPTG,3,"['ccle', 'gcsi', 'gdsc']","['KNS-62', 'KNS-62', 'KNS-62']","['SMG1P3', 'SMG1P3', 'SMG1P3']"
AC022498.1,3,"['ccle', 'gcsi', 'gdsc']","['KNS-62', 'KNS-62', 'KNS-62']","['LPP', 'LPP', 'LPP']"
TNFAIP8,3,"['ccle', 'gcsi', 'gdsc']","['KNS-62', 'KNS-62', 'KNS-62']","['HSD17B4', 'HSD17B4', 'HSD17B4']"
PLCL2-AS1,3,"['ccle', 'gcsi', 'gdsc']","['KARPAS-620', 'KARPAS-620', 'KARPAS-620']","['TBC1D5', 'TBC1D5', 'TBC1D5']"
PACS2,3,"['ccle', 'gcsi', 'gdsc']","['KARPAS-620', 'KARPAS-620', 'KARPAS-620']","['SMARCC1', 'SMARCC1', 'SMARCC1']"
ALG14,3,"['ccle', 'gcsi', 'gdsc']","['HT55', 'HT55', 'HT55']","['RABEP1', 'RABEP1', 'RABEP1']"
MAP3K5,3,"['ccle', 'gcsi', 'gdsc']","['HT55', 'HT55', 'HT55']","['MAP7', 'MAP7', 'MAP7']"
UPF2,3,"['ccle', 'gcsi', 'gdsc']","['HT-29', 'HT-29', 'HT-29']","['USP6NL', 'USP6NL', 'USP6NL']"
PRKN,3,"['ccle', 'gcsi', 'gdsc']","['HT-29', 'HT-29', 'HT-29']","['FAM120B', 'FAM120B', 'FAM120B']"
LINC01208,3,"['ccle', 'gcsi', 'gdsc']","['HT-29', 'HT-29', 'HT-29']","['ATP2C1', 'ATP2C1', 'ATP2C1']"
PYGB,3,"['ccle', 'gcsi', 'gdsc']","['HT-29', 'HT-29', 'HT-29']","['ABHD12', 'ABHD12', 'ABHD12']"
CCDC192,3,"['ccle', 'gcsi', 'gdsc']","['HT-115', 'HT-115', 'HT-115']","['SLC12A2', 'SLC12A2', 'SLC12A2']"
TTLL1,3,"['ccle', 'gcsi', 'gdsc']","['HT-115', 'HT-115', 'HT-115']","['PACSIN2', 'PACSIN2', 'PACSIN2']"
RPL13AP20,3,"['ccle', 'gcsi', 'gdsc']","['HT-115', 'HT-115', 'HT-115']","['GPRC5A', 'GPRC5A', 'GPRC5A']"
LINC00243,3,"['ccle', 'gcsi', 'gdsc']","['HT-115', 'HT-115', 'HT-115']","['FLOT1', 'FLOT1', 'FLOT1']"
FAM234B,3,"['ccle', 'gcsi', 'gdsc']","['HT-115', 'HT-115', 'HT-115']","['CREBL2', 'CREBL2', 'CREBL2']"
OCM,3,"['ccle', 'gcsi', 'gdsc']","['HT-115', 'HT-115', 'HT-115']","['CCZ1', 'CCZ1B', 'CCZ1']"
RBM4B,3,"['ccle', 'gcsi', 'gdsc']","['HCT-15', 'HCT-15', 'HCT-15']","['PRMT3', 'PRMT3', 'PRMT3']"
LYPD5,3,"['ccle', 'gcsi', 'gdsc']","['HCT-15', 'HCT-15', 'HCT-15']","['PLAUR', 'PLAUR', 'PLAUR']"
FRK,3,"['ccle', 'gcsi', 'gdsc']","['HCT-15', 'HCT-15', 'HCT-15']","['NT5DC1', 'NT5DC1', 'NT5DC1']"
UTP18,3,"['ccle', 'gcsi', 'gdsc']","['HCT-15', 'HCT-15', 'HCT-15']","['MBTD1', 'MBTD1', 'MBTD1']"
NUP85,3,"['ccle', 'gcsi', 'gdsc']","['HCT-15', 'HCT-15', 'HCT-15']","['GGA3', 'GGA3', 'GGA3']"
NT5DC1,3,"['ccle', 'gcsi', 'gdsc']","['HCT-15', 'HCT-15', 'HCT-15']","['FRK', 'FRK', 'FRK']"
AL158212.1,3,"['ccle', 'gcsi', 'gdsc']","['HCT-116', 'HCT-116', 'HCT-116']","['TCF7L2', 'TCF7L2', 'TCF7L2']"
MBTD1,3,"['ccle', 'gcsi', 'gdsc']","['HCT-116', 'HCT-116', 'HCT-116']","['SPAG9', 'SPAG9', 'SPAG9']"
CWC22,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['WNK1', 'WNK1', 'WNK1']"
LITAF,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['TXNDC11', 'TXNDC11', 'TXNDC11']"
AHCY,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['TAX1BP1', 'TAX1BP1', 'TAX1BP1']"
SMYD4,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['RPA1', 'RPA1', 'RPA1']"
UQCRC2,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['RFT1', 'RFT1', 'RFT1']"
LPXN,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['PTPRJ', 'PTPRJ', 'PTPRJ']"
CAPN1,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['POLA2', 'POLA2', 'POLA2']"
TCP11L1,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['LDLRAD3', 'LDLRAD3', 'LDLRAD3']"
AC008438.2,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['HBEGF', 'HBEGF', 'HBEGF']"
NCKAP5,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['GPR39', 'GPR39', 'GPR39']"
SBF2,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['GALNT18', 'GALNT18', 'GALNT18']"
SEZ6,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['FAM222B', 'FAM222B', 'FAM222B']"
LINC01986,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['CDCA5', 'CDCA5', 'CDCA5']"
DPYSL5,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['BABAM2', 'BABAM2', 'BABAM2']"
DPRX,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['AC010642.2', 'AC010642.2', 'AC010642.2']"
NOTCH2,3,"['ccle', 'gcsi', 'gdsc']","['HCC1187', 'HCC1187', 'HCC1187']","['SEC22B', 'SEC22B', 'SEC22B']"
SMCO2,3,"['ccle', 'gcsi', 'gdsc']","['HCC1187', 'HCC1187', 'HCC1187']","['PPFIBP1', 'PPFIBP1', 'PPFIBP1']"
TM9SF4,3,"['ccle', 'gcsi', 'gdsc']","['HCC1187', 'HCC1187', 'HCC1187']","['POFUT1', 'POFUT1', 'POFUT1']"
GEMIN2,3,"['ccle', 'gcsi', 'gdsc']","['HCC1187', 'HCC1187', 'HCC1187']","['MIA2', 'MIA2', 'MIA2']"
LHFPL3,3,"['ccle', 'gcsi', 'gdsc']","['HCC1187', 'HCC1187', 'HCC1187']","['KMT2E', 'KMT2E', 'KMT2E']"
CDH23,3,"['ccle', 'gcsi', 'gdsc']","['HCC1187', 'HCC1187', 'HCC1187']","['KLK5', 'KLK5', 'KLK5']"
SCUBE2,3,"['ccle', 'gcsi', 'gdsc']","['HCC1187', 'HCC1187', 'HCC1187']","['CTCF', 'CTCF', 'CTCF']"
ANKRD40CL,3,"['ccle', 'gcsi', 'gdsc']","['HCC1187', 'HCC1187', 'HCC1187']","['ANKRD40', 'ANKRD40', 'ANKRD40']"
SHISA9,3,"['ccle', 'gcsi', 'gdsc']","['HCC1187', 'HCC1187', 'HCC1187']","['ALDOA', 'ALDOA', 'ALDOA']"
MCPH1,3,"['ccle', 'gcsi', 'gdsc']","['HCC1187', 'HCC1187', 'HCC1187']","['AGPAT5', 'AGPAT5', 'AGPAT5']"
AL451067.1,3,"['ccle', 'gcsi', 'gdsc']","['DU-145', 'DU-145', 'DU-145']","['LDLR', 'LDLR', 'LDLR']"
PLEKHS1,3,"['ccle', 'gcsi', 'gdsc']","['DU-145', 'DU-145', 'DU-145']","['CASP7', 'CASP7', 'CASP7']"
TKTL1,3,"['ccle', 'gcsi', 'gdsc']","['DU-145', 'DU-145', 'DU-145']","['AC245140.2', 'AC245140.2', 'AC245140.2']"
TRRAP,3,"['ccle', 'gcsi', 'gdsc']","['COLO-741', 'COLO-741', 'COLO-741']","['SLC29A4', 'SLC29A4', 'SLC29A4']"
ASIC2,3,"['ccle', 'gcsi', 'gdsc']","['COLO-741', 'COLO-741', 'COLO-741']","['MYO1D', 'MYO1D', 'MYO1D']"
SLC29A4,3,"['ccle', 'gcsi', 'gdsc']","['COLO-741', 'COLO-741', 'COLO-741']","['MAFK', 'MAFK', 'MAFK']"
DLGAP1,3,"['ccle', 'gcsi', 'gdsc']","['COLO-741', 'COLO-741', 'COLO-741']","['FHOD3', 'FHOD3', 'FHOD3']"
PTPN14,3,"['ccle', 'gcsi', 'gdsc']","['C2BBe1', 'C2BBe1', 'C2BBe1']","['PEX14', 'PEX14', 'PEX14']"
SLC46A1,3,"['ccle', 'gcsi', 'gdsc']","['C2BBe1', 'C2BBe1', 'C2BBe1']","['DPP3', 'DPP3', 'DPP3']"
N4BP2L2,3,"['ccle', 'gcsi', 'gdsc']","['C2BBe1', 'C2BBe1', 'C2BBe1']","['BRCA2', 'BRCA2', 'BRCA2']"
AP003500.1,3,"['ccle', 'gcsi', 'gdsc']","['C2BBe1', 'C2BBe1', 'C2BBe1']","['AP003327.2', 'AP003327.2', 'AP003327.2']"
AL355916.1,3,"['ccle', 'gcsi', 'gcsi']","['ZR-75-30', 'HCT-15', 'ZR-75-30']","['PRKCH', 'PRKCH', 'PRKCH']"
ARLNC1,3,"['ccle', 'gcsi', 'gcsi']","['SW620', 'SW620', 'HT55']","['CMC2', 'CMC2', 'CMC2']"
SLC39A11,3,"['ccle', 'gcsi', 'gcsi']","['HCT-116', 'SW1463', 'HCT-116']","['LINC00511', 'LINC00511', 'LINC00511']"
TP53I11,3,"['ccle', 'gcsi', 'gcsi']","['HCC1187', 'LS-180', 'HCC1187']","['OR51S1', 'OR51S1', 'OR51S1']"
LRRC37BP1,3,"['ccle', 'ccle', 'gcsi']","['UACC-812', 'SNU-C1', 'UACC-812']","['PHF12', 'ATAD5', 'PHF12']"
AC013652.1,2,"['gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30']","['FSIP1', 'FSIP1']"
ORAI1,2,"['gcsi', 'gdsc']","['YAPC', 'YAPC']","['TMEM120B', 'TMEM120B']"
WEE1,2,"['gcsi', 'gdsc']","['YAPC', 'YAPC']","['SWAP70', 'SWAP70']"
MRPS18A,2,"['gcsi', 'gdsc']","['YAPC', 'YAPC']","['CAMTA1', 'CAMTA1']"
LINC02428,2,"['gcsi', 'gdsc']","['WSU-DLCL2', 'WSU-DLCL2']","['SCLT1', 'SCLT1']"
HIP1,2,"['gcsi', 'gdsc']","['WSU-DLCL2', 'WSU-DLCL2']","['HACD2', 'HACD2']"
AC020779.2,2,"['gcsi', 'gdsc']","['WSU-DLCL2', 'WSU-DLCL2']","['CHP1', 'CHP1']"
ACTG1,2,"['gcsi', 'gdsc']","['WSU-DLCL2', 'WSU-DLCL2']","['AKAP2', 'AKAP2']"
MYO18A,2,"['gcsi', 'gdsc']","['UACC-812', 'UACC-812']","['SUZ12P1', 'SUZ12P1']"
PLXDC1,2,"['gcsi', 'gdsc']","['UACC-812', 'UACC-812']","['MLLT6', 'MLLT6']"
SUSD4,2,"['gcsi', 'gdsc']","['UACC-812', 'UACC-812']","['GTF2IP20', 'GTF2IP20']"
AL035410.2,2,"['gcsi', 'gdsc']","['UACC-812', 'UACC-812']","['GRB7', 'GRB7']"
PCDH9-AS2,2,"['gcsi', 'gdsc']","['UACC-812', 'UACC-812']","['GPC6', 'GPC6']"
AL136372.2,2,"['gcsi', 'gdsc']","['UACC-812', 'UACC-812']","['C1orf21', 'C1orf21']"
WDTC1,2,"['gcsi', 'gdsc']","['UACC-812', 'UACC-812']","['ARID1A', 'ARID1A']"
P2RX5-TAX1BP3,2,"['gcsi', 'gdsc']","['UACC-812', 'UACC-812']","['AKT3', 'AKT3']"
AC097512.1,2,"['gcsi', 'gdsc']","['U-266', 'U-266']","['MED28', 'MED28']"
AC097658.2,2,"['gcsi', 'gdsc']","['U-266', 'U-266']","['GAB1', 'GAB1']"
USP38,2,"['gcsi', 'gdsc']","['U-266', 'U-266']","['GAB1', 'GAB1']"
CYP4F32P,2,"['gcsi', 'gdsc']","['U-266', 'U-266']","['AC097374.1', 'AC097374.1']"
PPP1R14C,2,"['gcsi', 'gdsc']","['SW837', 'SW837']","['TAB2', 'TAB2']"
VSTM4,2,"['gcsi', 'gdsc']","['SW780', 'SW780']","['USP54', 'USP54']"
DOCK3,2,"['gcsi', 'gdsc']","['SW780', 'SW780']","['RBM6', 'RBM6']"
AC027288.3,2,"['gcsi', 'gdsc']","['SW780', 'SW780']","['PPP1R12A', 'PPP1R12A']"
AP002381.2,2,"['gcsi', 'gdsc']","['SW780', 'SW780']","['FCHSD2', 'FCHSD2']"
NOP14-AS1,2,"['gcsi', 'gdsc']","['SW403', 'SW403']","['TNIP2', 'TNIP2']"
AL356489.4,2,"['gcsi', 'gdsc']","['SW403', 'SW403']","['PRSS3', 'PRSS3']"
UBE2L5,2,"['gcsi', 'gdsc']","['SW403', 'SW403']","['LRCH1', 'LRCH1']"
LIPE-AS1,2,"['gcsi', 'gdsc']","['SW1463', 'SW1463']","['VRK3', 'VRK3']"
AC124947.1,2,"['gcsi', 'gdsc']","['SW1463', 'SW1463']","['UBE2N', 'UBE2N']"
CHMP1B2P,2,"['gcsi', 'gdsc']","['SW1463', 'SW1463']","['SUPT20H', 'SUPT20H']"
AC078923.1,2,"['gcsi', 'gdsc']","['SW1463', 'SW1463']","['NAP1L1', 'NAP1L1']"
AC110772.2,2,"['gcsi', 'gdsc']","['SW1463', 'SW1463']","['AC108865.1', 'AC108865.1']"
SMC2,2,"['gcsi', 'gdsc']","['SW1116', 'SW1116']","['ZNF462', 'ZNF462']"
MARCH8,2,"['gcsi', 'gdsc']","['SW1116', 'SW1116']","['PARGP1', 'PARGP1']"
SLCO3A1,2,"['gcsi', 'gdsc']","['SW1116', 'SW1116']","['AC104035.1', 'AC104035.1']"
AC121758.1,2,"['gcsi', 'gdsc']","['SUIT-2', 'SUIT-2']","['RNF41', 'RNF41']"
TUBA1C,2,"['gcsi', 'gdsc']","['SUIT-2', 'SUIT-2']","['MCUB', 'MCUB']"
TUBA1A,2,"['gcsi', 'gdsc']","['SUIT-2', 'SUIT-2']","['MCUB', 'MCUB']"
DHX30,2,"['gcsi', 'gdsc']","['SUIT-2', 'SUIT-2']","['ARHGEF40', 'ARHGEF40']"
AC044860.3,2,"['gcsi', 'gdsc']","['SUIT-2', 'SUIT-2']","['AKAP13', 'AKAP13']"
SBNO2,2,"['gcsi', 'gdsc']","['SR', 'SR']","['CIRBP-AS1', 'CIRBP-AS1']"
NPM1P27,2,"['gcsi', 'gdsc']","['SR', 'SR']","['CBWD2', 'CBWD2']"
TMC7,2,"['gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A']","['TMC5', 'TMC5']"
LINC01899,2,"['gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A']","['AC069114.1', 'AC069114.1']"
MED13,2,"['gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361']","['STRADA', 'STRADA']"
GALNS,2,"['gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361']","['MARVELD3', 'MARVELD3']"
RSPH6A,2,"['gcsi', 'gdsc']","['HT-115', 'HT-115']","['DMPK', 'DMPK']"
LINC01836,2,"['gcsi', 'gdsc']","['HT-115', 'HT-115']","['CFD', 'CFD']"
KRT18P65,2,"['gcsi', 'gdsc']","['HCT-15', 'HCT-15']","['FYN', 'FYN']"
USP31,2,"['gcsi', 'gdsc']","['HCC1806', 'HCC1806']","['WNK1', 'WNK1']"
PKD1L1,2,"['gcsi', 'gdsc']","['HCC1806', 'HCC1806']","['RIF1', 'RIF1']"
MCC,2,"['gcsi', 'gdsc']","['HCC1806', 'HCC1806']","['REEP5', 'REEP5']"
AP003465.1,2,"['gcsi', 'gdsc']","['HCC1806', 'HCC1806']","['MTDH', 'MTDH']"
GPC3,2,"['gcsi', 'gdsc']","['HCC1806', 'HCC1806']","['HS6ST2', 'HS6ST2']"
ARVCF,2,"['gcsi', 'gdsc']","['HCC1806', 'HCC1806']","['HIRA', 'HIRA']"
FP236383.1,2,"['gcsi', 'gdsc']","['HCC1187', 'HCC1187']","['SNHG3', 'SNHG3']"
EXOSC10,2,"['gcsi', 'gdsc']","['HCC1187', 'HCC1187']","['LINC01535', 'LINC01535']"
CCN3,2,"['ccle', 'gdsc']","['ZR-75-30', 'ZR-75-30']","['PGAP3', 'PGAP3']"
AC124319.1,2,"['ccle', 'gdsc']","['ZR-75-30', 'ZR-75-30']","['PDP2', 'PDP2']"
SCEL,2,"['ccle', 'gdsc']","['UACC-812', 'UACC-812']","['LMO7', 'LMO7']"
AFDN,2,"['ccle', 'gdsc']","['SW948', 'SW948']","['AL611929.1', 'AL611929.1']"
HMGA2,2,"['ccle', 'gdsc']","['RKO', 'RKO']","['RPSAP52', 'RPSAP52']"
EDEM2,2,"['ccle', 'gdsc']","['HT55', 'HT55']","['MMP24OS', 'MMP24OS']"
SCP2,2,"['ccle', 'gdsc']","['HT-29', 'HT-29']","['ZYG11B', 'ZYG11B']"
KRT18,2,"['ccle', 'gdsc']","['HT-115', 'HT-115']","['EIF4B', 'EIF4B']"
TTC41P,2,"['ccle', 'gdsc']","['HCT-15', 'HCT-15']","['NT5DC3', 'NT5DC3']"
TTLL3,2,"['ccle', 'gdsc']","['HCC1806', 'HCC1806']","['PRRT3-AS1', 'PRRT3-AS1']"
PVR,2,"['ccle', 'gdsc']","['HCC1806', 'HCC1806']","['PPP1R13L', 'PPP1R13L']"
DRD4,2,"['ccle', 'gdsc']","['HCC1806', 'HCC1806']","['CD151', 'CD151']"
CSNK1D,2,"['ccle', 'gdsc']","['HCC1806', 'HCC1806']","['CCDC57', 'CCDC57']"
PADI6,2,"['ccle', 'gdsc']","['HCC1806', 'HCC1806']","['ARHGEF10L', 'ARHGEF10L']"
AMPD3,2,"['ccle', 'gdsc']","['HCC1187', 'HCC1187']","['AC027682.4', 'AC027682.4']"
EDNRA,2,"['ccle', 'gdsc']","['COLO-741', 'COLO-741']","['ARHGAP10', 'ARHGAP10']"
AC108681.1,2,"['ccle', 'gcsi']","['WSU-DLCL2', 'WSU-DLCL2']","['PVT1', 'PVT1']"
DYRK1A,2,"['ccle', 'gcsi']","['NCI-H510A', 'NCI-H510A']","['UNC45A', 'UNC45A']"
INPP5B,2,"['ccle', 'gcsi']","['NCI-H510A', 'NCI-H510A']","['PPIEL', 'PPIEL']"
AC022973.2,2,"['ccle', 'gcsi']","['NCI-H510A', 'NCI-H510A']","['LRP12', 'LRP12']"
AL669831.3,2,"['ccle', 'gcsi']","['NCI-H510A', 'NCI-H510A']","['LINC02241', 'LINC02241']"
LINC02568,2,"['ccle', 'gcsi']","['MDST8', 'MDST8']","['RAB8B', 'RAB8B']"
CES4A,2,"['ccle', 'gcsi']","['MDA-MB-361', 'MDA-MB-361']","['TANGO6', 'TANGO6']"
ADD1,2,"['ccle', 'gcsi']","['MDA-MB-361', 'MDA-MB-361']","['PPP2R2C', 'PPP2R2C']"
BRIP1,2,"['ccle', 'gcsi']","['MDA-MB-361', 'MDA-MB-361']","['MED13', 'MED13']"
ST7,2,"['ccle', 'gcsi']","['COLO-741', 'COLO-741']","['PRKRIP1', 'PRKRIP1']"
LINC01006,2,"['ccle', 'gcsi']","['COLO-741', 'COLO-741']","['PRKAG2', 'PRKAG2']"
